Truck Number,Style,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Claim Number,Scale Claim Cost,Scale Labor Cost,claim_flag
Truck 29346,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 79001,0.0,0.0,0
Truck 29346,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 79547,0.0,0.0,0
Truck 29346,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 98171,0.0,0.0,0
Truck 29347,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 52714,0.0,0.0,0
Truck 29347,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 58316,0.0,0.0,0
Truck 29347,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 75417,0.0,0.0,0
Truck 29347,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 97537,0.0,0.0,0
Truck 29348,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 27414,0.0,0.0,0
Truck 29348,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 32615,0.0,0.0,0
Truck 29348,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 37679,0.0,0.0,0
Truck 29348,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 50715,0.0,0.0,0
Truck 29348,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 57519,0.0,0.0,0
Truck 29348,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 73840,0.0,0.0,0
Truck 29348,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 109437,0.0,0.0,0
Truck 29348,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 117571,0.0,0.0,0
Truck 29348,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 120293,0.0,0.0,0
Truck 29349,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 7867,0.0,0.0,0
Truck 29349,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 61528,0.0,0.0,0
Truck 29349,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 71473,0.0,0.0,0
Truck 29349,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 73926,0.0,0.0,0
Truck 29349,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 88313,0.0,0.0,0
Truck 29349,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 97504,0.0,0.0,0
Truck 29349,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 121587,0.0,0.0,0
Truck 29350,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 320,0.0,0.0,0
Truck 29350,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 46394,0.0,0.0,0
Truck 29350,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 77878,0.0,0.0,0
Truck 29350,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 92347,0.0,0.0,0
Truck 29350,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 94103,0.0,0.0,0
Truck 29350,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 104504,0.0,0.0,0
Truck 29350,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 114001,0.0,0.0,0
Truck 29350,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 120007,0.0,0.0,0
Truck 29351,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 38975,0.0,0.0,0
Truck 29351,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 74537,0.0,0.0,0
Truck 29352,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 46500,0.0,0.0,0
Truck 29352,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 65150,0.0,0.0,0
Truck 29352,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 90154,0.0,0.0,0
Truck 29352,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 108871,0.0,0.0,0
Truck 29353,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 27371,0.0,0.0,0
Truck 29354,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 45153,0.0,0.0,0
Truck 29354,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 80052,0.0,0.0,0
Truck 29354,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 86522,0.0,0.0,0
Truck 29354,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 116335,0.0,0.0,0
Truck 29355,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 45906,0.0,0.0,0
Truck 29355,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 60216,0.0,0.0,0
Truck 29355,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 66878,0.0,0.0,0
Truck 29355,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 103865,0.0,0.0,0
Truck 29355,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 112871,0.0,0.0,0
Truck 29356,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 11177,0.0,0.0,0
Truck 29356,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 37268,0.0,0.0,0
Truck 29356,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 55552,0.0,0.0,0
Truck 29356,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 87513,0.0,0.0,0
Truck 29356,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 88628,0.0,0.0,0
Truck 29356,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 104735,0.0,0.0,0
Truck 29356,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 109399,0.0,0.0,0
Truck 29357,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 61926,0.0,0.0,0
Truck 29357,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 86347,0.0,0.0,0
Truck 29357,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 109486,0.0,0.0,0
Truck 29358,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 70947,0.0,0.0,0
Truck 29358,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 102249,0.0,0.0,0
Truck 29359,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 35980,0.0,0.0,0
Truck 29359,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 92570,0.0,0.0,0
Truck 29359,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 98767,0.0,0.0,0
Truck 29359,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 103237,0.0,0.0,0
Truck 29359,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 108725,0.0,0.0,0
Truck 29360,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 408,0.0,0.0,0
Truck 29360,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 84729,0.0,0.0,0
Truck 29360,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 106087,0.0,0.0,0
Truck 29361,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 19162,0.0,0.0,0
Truck 29361,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 47967,0.0,0.0,0
Truck 29361,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 56605,0.0,0.0,0
Truck 29361,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 56843,0.0,0.0,0
Truck 29361,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 59515,0.0,0.0,0
Truck 29361,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 72378,0.0,0.0,0
Truck 29361,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 79410,0.0,0.0,0
Truck 29361,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 101794,0.0,0.0,0
Truck 29361,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 102654,0.0,0.0,0
Truck 29361,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 106530,0.0,0.0,0
Truck 29361,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 115941,0.0,0.0,0
Truck 29362,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 54597,0.0,0.0,0
Truck 29362,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 58311,0.0,0.0,0
Truck 29362,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 66366,0.0,0.0,0
Truck 29362,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 68070,0.0,0.0,0
Truck 29362,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 89917,0.0,0.0,0
Truck 29362,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 97540,0.0,0.0,0
Truck 29363,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,,0.0,0.0,0
Truck 29364,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 8967,0.0,0.0,0
Truck 29364,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 63950,0.0,0.0,0
Truck 29364,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 89364,0.0,0.0,0
Truck 29364,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 97512,0.0,0.0,0
Truck 29364,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 108722,0.0,0.0,0
Truck 29364,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 112546,0.0,0.0,0
Truck 29364,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 115229,0.0,0.0,0
Truck 29364,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 116832,0.0,0.0,0
Truck 29364,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 121570,0.0,0.0,0
Truck 29365,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 45425,0.0,0.0,0
Truck 29365,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 49380,0.0,0.0,0
Truck 29365,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 50184,0.0,0.0,0
Truck 29365,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 57882,0.0,0.0,0
Truck 29365,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 59579,0.0,0.0,0
Truck 29365,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 67299,0.0,0.0,0
Truck 29365,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 68905,0.0,0.0,0
Truck 29365,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 89050,0.0,0.0,0
Truck 29365,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 97722,0.0,0.0,0
Truck 29365,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 107899,0.0,0.0,0
Truck 29365,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 108719,0.0,0.0,0
Truck 29365,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 108720,0.0,0.0,0
Truck 29365,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 111179,0.0,0.0,0
Truck 29365,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 117589,0.0,0.0,0
Truck 29366,Style 4,Option 39,Option 97,Option 190,Option 207,Option 266,Option283,Option 291,Option 308,Claim 89019,0.0,0.0,0
Truck 29367,Style 6,Option 46,Option 157,Option 186,Option 233,Option 265,Option 282,Option 291,Option 299,Claim 98884,0.0,0.0,0
Truck 29368,Style 7,Option 49,Option 103,Option 183,Option 207,Option 265,Option 284,Option 291,Option 303,Claim 22112,0.0,0.0,0
Truck 29369,Style 7,Option 49,Option 103,Option 183,Option 207,Option 265,Option 284,Option 291,Option 303,Claim 13978,0.0,0.0,0
Truck 29370,Style 4,Option 55,Option 100,Option 185,Option 207,Option 265,Option283,Option 291,Option 300,Claim 20624,0.0,0.0,0
Truck 29371,Style 4,Option 55,Option 100,Option 185,Option 207,Option 265,Option283,Option 291,Option 300,,0.0,0.0,0
Truck 29372,Style 4,Option 39,Option 111,Option 183,Option 235,Option 265,Option283,Option 291,Option 300,Claim 103026,0.0,0.0,0
Truck 29372,Style 4,Option 39,Option 111,Option 183,Option 235,Option 265,Option283,Option 291,Option 300,Claim 119461,0.0,0.0,0
Truck 29373,Style 6,Option 75,Option 143,Option 186,Option 251,Option 265,Option 282,Option 291,Option 299,Claim 95380,0.0,0.0,0
Truck 29374,Style 6,Option 75,Option 143,Option 186,Option 251,Option 265,Option 282,Option 291,Option 299,Claim 51810,0.0,0.0,0
Truck 29374,Style 6,Option 75,Option 143,Option 186,Option 251,Option 265,Option 282,Option 291,Option 299,Claim 90957,0.0,0.0,0
Truck 29374,Style 6,Option 75,Option 143,Option 186,Option 251,Option 265,Option 282,Option 291,Option 299,Claim 95227,0.0,0.0,0
Truck 29375,Style 4,Option 66,Option 126,Option 188,Option 215,Option 265,Option283,Option 291,Option 302,,0.0,0.0,0
Truck 29376,Style 4,Option 66,Option 126,Option 188,Option 215,Option 265,Option283,Option 291,Option 302,,0.0,0.0,0
Truck 29377,Style 7,Option 32,Option 113,Option 182,Option 206,Option 265,Option 285,Option 291,Option 301,Claim 16500,0.0,0.0,0
Truck 29377,Style 7,Option 32,Option 113,Option 182,Option 206,Option 265,Option 285,Option 291,Option 301,Claim 27215,0.0,0.0,0
Truck 29377,Style 7,Option 32,Option 113,Option 182,Option 206,Option 265,Option 285,Option 291,Option 301,Claim 40247,0.0,0.0,0
Truck 29377,Style 7,Option 32,Option 113,Option 182,Option 206,Option 265,Option 285,Option 291,Option 301,Claim 58558,0.0,0.0,0
Truck 29377,Style 7,Option 32,Option 113,Option 182,Option 206,Option 265,Option 285,Option 291,Option 301,Claim 78816,0.0,0.0,0
Truck 29378,Style 4,Option 47,Option 117,Option 185,Option 207,Option 265,Option 284,Option 291,Option 308,Claim 26034,0.0,0.0,0
Truck 29378,Style 4,Option 47,Option 117,Option 185,Option 207,Option 265,Option 284,Option 291,Option 308,Claim 74057,0.0,0.0,0
Truck 29379,Style 4,Option 47,Option 117,Option 185,Option 207,Option 265,Option 284,Option 291,Option 308,,0.0,0.0,0
Truck 29380,Style 4,Option 47,Option 117,Option 185,Option 207,Option 265,Option 284,Option 291,Option 308,Claim 10546,0.0,0.0,0
Truck 29381,Style 4,Option 39,Option 111,Option 185,Option 219,Option 265,Option283,Option 291,Option 308,Claim 18968,0.0,0.0,0
Truck 29381,Style 4,Option 39,Option 111,Option 185,Option 219,Option 265,Option283,Option 291,Option 308,Claim 34492,0.0,0.0,0
Truck 29381,Style 4,Option 39,Option 111,Option 185,Option 219,Option 265,Option283,Option 291,Option 308,Claim 87142,0.0,0.0,0
Truck 29381,Style 4,Option 39,Option 111,Option 185,Option 219,Option 265,Option283,Option 291,Option 308,Claim 101933,0.0,0.0,0
Truck 29382,Style 4,Option 39,Option 111,Option 185,Option 219,Option 265,Option283,Option 291,Option 308,,0.0,0.0,0
Truck 29383,Style 4,Option 47,Option 117,Option 185,Option 207,Option 265,Option 284,Option 291,Option 308,Claim 8903,0.0,0.0,0
Truck 29383,Style 4,Option 47,Option 117,Option 185,Option 207,Option 265,Option 284,Option 291,Option 308,Claim 29846,0.0,0.0,0
Truck 29383,Style 4,Option 47,Option 117,Option 185,Option 207,Option 265,Option 284,Option 291,Option 308,Claim 81961,0.0,0.0,0
Truck 29384,Style 4,Option 47,Option 117,Option 185,Option 207,Option 265,Option 284,Option 291,Option 308,Claim 5712,0.0,0.0,0
Truck 29384,Style 4,Option 47,Option 117,Option 185,Option 207,Option 265,Option 284,Option 291,Option 308,Claim 29845,0.0,0.0,0
Truck 29385,Style 4,Option 47,Option 117,Option 185,Option 207,Option 265,Option 284,Option 291,Option 308,Claim 69075,0.0,0.0,0
Truck 29385,Style 4,Option 47,Option 117,Option 185,Option 207,Option 265,Option 284,Option 291,Option 308,Claim 80648,0.0,0.0,0
Truck 29385,Style 4,Option 47,Option 117,Option 185,Option 207,Option 265,Option 284,Option 291,Option 308,Claim 81142,0.0,0.0,0
Truck 29385,Style 4,Option 47,Option 117,Option 185,Option 207,Option 265,Option 284,Option 291,Option 308,Claim 85664,0.0,0.0,0
Truck 29386,Style 4,Option 47,Option 117,Option 185,Option 207,Option 265,Option 284,Option 291,Option 308,,0.0,0.0,0
Truck 29387,Style 4,Option 35,Option 102,Option 185,Option 207,Option 265,Option 284,Option 291,Option 302,Claim 12745,0.0,0.0,0
Truck 29387,Style 4,Option 35,Option 102,Option 185,Option 207,Option 265,Option 284,Option 291,Option 302,Claim 116461,0.0,0.0,0
Truck 29388,Style 3,Option 31,Option 102,Option 181,Option 206,Option 265,Option283,Option 291,Option 300,Claim 11084,0.0,0.0,0
Truck 29388,Style 3,Option 31,Option 102,Option 181,Option 206,Option 265,Option283,Option 291,Option 300,Claim 47074,0.0,0.0,0
